Local time,Open,High,Low,Close,Volume
10.01.2024 11:00:00.000 GMT+0100,729.180,729.391,727.973,728.183,564.63
10.01.2024 12:00:00.000 GMT+0100,728.174,728.881,727.675,728.681,595.23
10.01.2024 13:00:00.000 GMT+0100,728.688,733.399,728.582,731.884,997.85
10.01.2024 14:00:00.000 GMT+0100,731.877,735.986,731.587,735.789,911.74
10.01.2024 15:00:00.000 GMT+0100,735.786,738.182,732.773,734.382,2678.8
10.01.2024 16:00:00.000 GMT+0100,734.386,737.592,733.977,737.285,2594.22
10.01.2024 17:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 18:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 19:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 20:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 21:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 22:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
10.01.2024 23:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 00:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 01:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 02:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 03:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 04:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 05:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 06:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 07:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 08:00:00.000 GMT+0100,737.285,737.285,737.285,737.285,0
11.01.2024 09:00:00.000 GMT+0100,739.672,743.790,736.482,743.286,1721.76
11.01.2024 10:00:00.000 GMT+0100,743.293,743.589,738.372,739.982,1393.26
11.01.2024 11:00:00.000 GMT+0100,739.974,740.393,738.372,738.578,639.32
11.01.2024 12:00:00.000 GMT+0100,738.474,739.391,737.180,738.081,689.43
11.01.2024 13:00:00.000 GMT+0100,738.191,738.389,737.489,737.893,635.72
11.01.2024 14:00:00.000 GMT+0100,737.871,738.391,734.384,734.890,1205.47
11.01.2024 15:00:00.000 GMT+0100,734.990,738.088,732.973,735.281,2425.32
11.01.2024 16:00:00.000 GMT+0100,735.385,735.972,729.571,729.599,2973.15
11.01.2024 17:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 18:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 19:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 20:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 21:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 22:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
11.01.2024 23:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 00:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 01:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 02:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 03:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 04:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 05:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 06:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 07:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 08:00:00.000 GMT+0100,729.599,729.599,729.599,729.599,0
12.01.2024 09:00:00.000 GMT+0100,725.986,729.782,724.971,726.789,1548.65
12.01.2024 10:00:00.000 GMT+0100,726.889,728.476,725.978,728.171,827.45
12.01.2024 11:00:00.000 GMT+0100,728.181,729.491,727.673,728.387,623.13
12.01.2024 12:00:00.000 GMT+0100,728.276,728.489,727.077,727.871,596.12
12.01.2024 13:00:00.000 GMT+0100,727.974,729.776,727.889,729.382,586.83
12.01.2024 14:00:00.000 GMT+0100,729.381,729.475,726.874,727.480,728.43
12.01.2024 15:00:00.000 GMT+0100,727.574,729.292,724.574,725.480,2263.91
12.01.2024 16:00:00.000 GMT+0100,725.590,727.589,724.672,727.579,1950.36
12.01.2024 17:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 18:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 19:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 20:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 21:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 22:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
12.01.2024 23:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 00:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 01:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 02:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 03:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 04:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 05:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 06:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 07:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 08:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 09:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 10:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 11:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 12:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 13:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 14:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 15:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 16:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 17:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 18:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 19:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 20:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 21:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 22:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
13.01.2024 23:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 00:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 01:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 02:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 03:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 04:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
14.01.2024 05:00:00.000 GMT+0100,727.579,727.579,727.579,727.579,0
